Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL228607,,0,538.66,1,4.82,trans-16,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OCC(F)F)CC3)CC2)cc1OC,Ki,'=',681,nM,6.17,,,UO_0000065,11.45,0.23,1.35,8,FALSE,CHEMBL900498,Binding affinity to human cloned adrenergic alpha-1b receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137555,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2007,None,
CHEMBL342111,,0,568.58,1,3.53,46,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC3(CC2)C(=O)Oc2ccccc23)C1c1ccc(F)c(F)c1,Ki,'=',1490,nM,5.83,,,UO_0000065,10.25,0.19,2.3,4.97,FALSE,CHEMBL651990,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132477,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL256040,,0,539.94,2,6.69,cis-17,CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)Nc3c(Cl)cc(Cl)cc3Cl)CC2)CC1,Ki,'=',483,nM,6.32,,,UO_0000065,11.7,0.25,-0.37,11.11,FALSE,CHEMBL947044,Displacement of [125I]HEAT from human recombinant adrenergic Alpha-1B receptor,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143857,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL25554,,0,345.4,0,2.51,WB-4101,COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,Ki,'=',10,nM,8,,,UO_0000065,23.16,0.44,5.49,13.75,TRUE,CHEMBL645569,Binding affinity measured in CHO cells expressing human cloned Alpha-1B adrenergic receptor expressed as pKi,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145888,1,Scientific Literature,J. Med. Chem.,2003,CHEMBL3308072,
CHEMBL42472,,0,419.52,0,4.66,5,COc1cccc(OC)c1OCCNC[C@@H]1C[C@H](c2ccccc2)c2ccccc2O1,Ki,'=',0.03981,nM,10.4,,,UO_0000065,24.79,0.46,5.74,21.25,FALSE,CHEMBL647200,Affinity constant on CHO cells expressing Human recombinant Alpha-1B adrenergic receptor,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135915,1,Scientific Literature,J. Med. Chem.,2002,CHEMBL3308072,
CHEMBL43116,,0,423.51,0,4.33,1,COc1cccc(OC)c1OCCNCCOc1ccccc1OCc1ccccc1,Ki,'=',0.537,nM,9.27,,,UO_0000065,21.89,0.41,4.94,15.93,FALSE,CHEMBL1251067,Displacement of [3H]prazosin from human adrenergic Alpha-1B expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1250525,1,Scientific Literature,Bioorg. Med. Chem.,2010,CHEMBL3308072,
CHEMBL466916,,0,228.29,0,2.69,14,COc1cccc(C2CCc3nc[nH]c3C2)c1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1015843,Agonist activity at human cloned adrenergic Alpha-1B receptor expressed in CHO cells assessed as calcium mobilization by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136872,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3308072,
CHEMBL13789,,0,252.32,0,2.73,5,c1ccc(-c2ccccc2OCC2=NCCN2)cc1,EC50,'<',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651230,Activation of recombinant human adrenergic,,,,,,,,,,,,,,,,,,,,,,
CHEMBL341747,,0,273.36,0,2.5,29,Cc1cnsc1-c1ccccc1OCC1=NCCN1,Max,,,,,,No data,,,,,,FALSE,CHEMBL652785,Activation of human alpha-1B receptor expressed in rat-1 fibroblasts determined via calcium mobilization through Gq coupled PLC pathway expressed as percent of phenylephrine (40 um) response; No data,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135838,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL117914,,0,275.35,0,1.55,3,CCN(CC)C(=O)c1ccccc1OCC1=NCCN1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651230,Activation of recombinant human adrenergic,,,,,,,,,,,,,,,,,,,,,,
CHEMBL142871,,0,259.33,0,2.19,24,c1ccc(-c2nccs2)c(OCC2=NCCN2)c1,EC50,'=',19.95,nM,7.7,,,UO_0000065,,,,,FALSE,CHEMBL651230,Activation of recombinant human adrenergic,,,,,,,,,,,,,,,,,,,,,,
CHEMBL99559,,0,275.35,0,2.06,3,CCCCOC(=O)c1ccccc1NCC1=NCCN1,Max,'=',63,%,,,,UO_0000187,,,,,FALSE,CHEMBL642026,Efficacy against alpha 1B-adrenoceptor in human expressed as phenylephrine response at the dose of 40 uM.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL279436,,0,593.73,1,4.9,(-)-19,CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)=C(C)N1,Ki,'=',363.08,nM,6.44,,,UO_0000065,10.85,0.2,1.54,4.93,FALSE,CHEMBL645573,Binding affinity determined by displacement of [3H]prazosin from alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131023,1,Scientific Literature,J. Med. Chem.,1998,None,
CHEMBL215857,,0,435.95,0,3.39,(R)-3,COc1cccc(OC)c1OCCNC[C@@H]1COc2cc3c(cc2O1)CCCC3.Cl,Ki,'=',398.11,nM,6.4,,,UO_0000065,16.02,0.3,3.01,11,FALSE,CHEMBL910640,Displacement of [3H]prazosin from cloned human adrenergic alpha 1B receptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1137361,1,Scientific Literature,J. Med. Chem.,2006,CHEMBL3308072,
CHEMBL81173,,0,533.63,1,2.26,24,CS(=O)(=O)c1ccc2c(c1)S(=O)(=O)N(CCCCN1CCC(n3c(=O)oc4ccccc43)CC1)C2=O,Ki,'=',6.8,nM,8.17,,,UO_0000065,15.31,0.31,5.91,6.43,FALSE,CHEMBL648798,Ability to displace beta ([125I]-iodo-4-hydroxyphenyl)-ethylamino methyl tetralone from human cloned Alpha-1b adrenergic receptor stably expressed in COS-7 cells,B,BAO_0000219,cell-based format,None,None,None,COS-7,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131394,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1998,CHEMBL3307648,
CHEMBL18256,,0,255.32,0,1.5,9x,Cn1ccnc1-c1ccccc1NCC1=NCCN1,Max response,'=',104,%,,,,UO_0000187,,,,,FALSE,CHEMBL652786,Maximal response assayed via calcium mobilization to human alpha-1B adrenergic receptor compared to percent of the 40 mM phenylephrine response.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145766,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2003,None,
CHEMBL17221,,0,269.35,0,1.98,9l,CCn1nccc1-c1ccccc1NCC1=NCCN1,EC50,'<',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651233,Agonism of human alpha-1B adrenergic receptor,,,,,,,,,,,,,,,,,,,,,,
CHEMBL96467,,0,475.51,0,4.97,3,C[C@@H]1OC(=O)N(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@H]1c1ccc(F)c(F)c1,Ki,'=',121,nM,6.92,,,UO_0000065,14.55,0.28,1.95,11.18,FALSE,CHEMBL649048,Binding affinity towards Alpha1B dog adrenergic receptors,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2,PRAZOSIN,4,383.41,0,1.78,Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Ki,'=',0.4074,nM,9.39,,,UO_0000065,24.49,0.46,7.61,8.78,TRUE,CHEMBL840166,Equilibrium dissociation constant was evaluated by radio-receptor binding assays using [3H]prazosin to label cloned human alpha 1b expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139490,1,Scientific Literature,J. Med. Chem.,2005,CHEMBL3308072,
CHEMBL329928,,0,247.3,0,1.28,2,CCOC(=O)c1ccccc1NCC1=NCCN1,EC50,'=',158.49,nM,6.8,,,UO_0000065,,,,,FALSE,CHEMBL858092,Potency against cloned human alpha 1B adrenoceptor expressed in rat-1 fibroblasts.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL422477,,0,258.35,0,2.8,20,c1ccc(-c2ccsc2)c(OCC2=NCCN2)c1,EC50,'=',15.85,nM,7.8,,,UO_0000065,,,,,FALSE,CHEMBL651230,Activation of recombinant human adrenergic,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4520390,,0,479.53,0,4.36,3,O=C(O)C(=O)O.c1ccc(OCCNCCC2COC(c3ccccc3)(c3ccccc3)O2)cc1,Ki,'=',95.5,nM,7.02,,,UO_0000065,18.02,0.33,2.66,17.67,FALSE,CHEMBL4353356,Displacement of [3H] prazosin from human cloned adrenoceptor alpha 1B expressed in CHO cell membrane incubated for 30 mins by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4350985,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL4292818,,0,255.32,0,2.53,(R)-12,Oc1cc2c(cc1O)[C@@H](Cc1ccccc1)NCC2,Activity,'=',6.1,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL404029,,0,231.25,0,1.93,13,Oc1cc2c(cc1O)C(c1ccco1)NCC2,Activity,'=',15.61,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL142784,,0,242.28,0,2.33,19,c1ccc(-c2ccoc2)c(OCC2=NCCN2)c1,EC50,'=',5.012,nM,8.3,,,UO_0000065,,,,,FALSE,CHEMBL651230,Activation of recombinant human adrenergic,,,,,,,,,,,,,,,,,,,,,,
CHEMBL303464,,0,445.52,0,3.19,70,COc1ccccc1N1CCN(CCn2nc(-c3ccccc3)c3c(C)onc3c2=O)CC1,Ki,'=',31.1,nM,7.51,,,UO_0000065,16.85,0.31,4.32,9.8,FALSE,CHEMBL648993,In vitro binding affinity at human Alpha-1B adrenergic receptor.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145826,1,Scientific Literature,J. Med. Chem.,2003,None,
CHEMBL56,8-OH-DPAT,0,247.38,0,3.37,8OH-DPAT,CCCN(CCC)C1CCc2cccc(O)c2C1,Ki,'>',1000,nM,,,,UO_0000065,,,,,TRUE,CHEMBL1034999,Displacement of [3H]prazosin from human cloned Alpha-1B adrenoceptor expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140161,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3308072,
CHEMBL301019,,0,385.51,0,2.53,53,COc1cccc(N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2)c1,Ki,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL293695,,0,451.52,0,2.38,43,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(OC)c(OC)ccc4c3=O)C[C@@H]21,Ki,'=',0.66,nM,9.18,,,UO_0000065,20.33,0.38,6.8,10.7,FALSE,CHEMBL649215,Binding affinity to hamster alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134501,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL70095,,0,602.69,1,3.2,17,COc1ccc(N2C(=O)c3ccc(C(=O)NCC(O)CN4CCN(c5ccccc5OC(C)C)CC4)cc3C2=O)cc1OC,Ki,'>',2000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL648995,Binding affinity towards cloned human alpha-1B adrenergic receptor was determined using [125]-HEAT as radioligand,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133729,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL556313,,0,391.46,0,2.8,76,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2cc(F)ccc2F)CC1,Ki,'=',5.88,nM,8.23,,,UO_0000065,21.03,0.4,5.43,18.77,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL40317,,0,187.17,0,0.23,2FNE,NC[C@H](O)c1cc(O)c(O)cc1F,Ki,'=',134000,nM,,Outside typical range,,UO_0000065,,,,,FALSE,CHEMBL1043292,Displacement of [3H]prazosin from human adrenergic Alpha-1B receptor expressed in CHO cell membrane,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1152685,1,Scientific Literature,Bioorg. Med. Chem.,2009,CHEMBL3308072,
CHEMBL3342332,,0,669.8,2,6.33,None,CN(C)CC#Cc1ccc(OCCCc2sc(N3CCc4cccc(C(=O)Nc5nc6ccccc6s5)c4C3)nc2C(=O)O)c(F)c1,% Inhibition of Control Specific Binding (Mean n=2),'=',15.5,%,,,,UO_0000187,,,,,FALSE,CHEMBL4511563,Alpha1B (h) Eurofins-Cerep binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,Assay protocol publication: PMID: 9249248 | Detection method: Scintillation counting | Incubation temperature: RT | Incubation time: 60 min | Ligand: [3H]prazosin | Ligand concentration None 0.15 nM | Ligand Kd None 0.055 nM | Non specific ligand: phentolamine (10 uM) | Radioligand type: antagonist | Reference compound: prazosin | reference compound EC50 None 0.19 nM | reference compound Ki None 0.052 nM | Source of protein: human recombinant (CHO cells),,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4507311,54,Donated Chemical Probes - SGC Frankfurt,,,None,Compound concentration None 10.0 uM
CHEMBL258178,,0,184.24,0,2.49,3,c1ccc2c(c1)CCC2c1ncc[nH]1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL1015843,Agonist activity at human cloned adrenergic Alpha-1B receptor expressed in CHO cells assessed as calcium mobilization by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136872,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3308072,
CHEMBL320910,,0,286.38,0,1.77,19,O=C(NC1CCCC1)c1ccccc1NCC1=NCCN1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL858092,Potency against cloned human alpha 1B adrenoceptor expressed in rat-1 fibroblasts.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL98769,,0,288.39,0,1.97,24,CCCN(CC)C(=O)c1ccccc1NCC1=NCCN1,EC50,'<',5011.87,nM,,,,UO_0000065,,,,,FALSE,CHEMBL858092,Potency against cloned human alpha 1B adrenoceptor expressed in rat-1 fibroblasts.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL150161,,0,361.84,0,4.04,2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL483993,,0,413.52,0,3.13,12-33,COCCN(CCOC)c1nc(C)nc2c(-c3cc(C)c(OC)cc3C)c(C)nn12,IC50,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL985704,Binding affinity to adrenergic alpha-1b receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1138477,1,Scientific Literature,J. Med. Chem.,2009,None,
CHEMBL70751,,0,255.77,0,2.48,35,CSc1ccc(Cl)cc1NCC1=NCCN1,Max,'=',103,%,,,,UO_0000187,,,,,FALSE,CHEMBL652788,Efficacy as % of the maximal effect observed for nonselective agonist phenylephrine in rat-1 fibroblasts expressing human Alpha-1B adrenergic receptor,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL140450,,0,338.45,0,4.49,AH11110A,N=CCC(O)CC1CCN(c2ccccc2Oc2ccccc2)CC1,Ki,'=',39.81,nM,7.4,,,UO_0000065,21.86,0.4,2.91,13.09,FALSE,CHEMBL648101,Compound was tested for binding affinity against cloned Alpha-1B adrenergic receptor from hamster smooth muscle using radioligand ([3H]prazosin) binding assay,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129400,1,Scientific Literature,J. Med. Chem.,1996,None,
CHEMBL544290,,0,289.79,0,0.5,3,CS(=O)(=O)c1ccccc1NCC1=NCCN1.Cl,EC50,'<',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL651231,Agonist potency at Alpha-1B adrenergic receptor expressed in rat-1 fibroblasts,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL67552,,0,544.63,1,4.36,26,CC(C)Oc1ccccc1N1CCN(CCCNC(=O)c2ccc3c(c2)C(=O)N(c2cccc(F)c2)C3=O)CC1,Ki,'=',482,nM,6.32,,,UO_0000065,11.6,0.22,1.96,7.69,FALSE,CHEMBL648995,Binding affinity towards cloned human alpha-1B adrenergic receptor was determined using [125]-HEAT as radioligand,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133729,1,Scientific Literature,J. Med. Chem.,2000,None,
CHEMBL145338,,0,585.61,1,3.19,37,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3ccccc3C(=O)OC)CC2)C1c1ccc(F)c(F)c1,Ki,'=',25,nM,7.6,,,UO_0000065,12.98,0.25,4.41,6.31,FALSE,CHEMBL651991,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132478,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL57593,,0,389.93,0,3.17,54,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2ccccc2Cl)CC1,Ki,'=',86.96,nM,7.06,,,UO_0000065,18.11,0.36,3.89,16.1,FALSE,CHEMBL649207,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL543741,,0,458.43,0,2.53,BMY-7378,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1.Cl.Cl,Ki,'=',707.95,nM,6.15,,,UO_0000065,15.95,0.3,3.62,11.58,FALSE,CHEMBL647199,Affinity constant towards human recombinant Alpha-1B adrenergic receptor using [3H]prazosin (from CHO cells) as radioligand by radioligand binding assay,B,BAO_0000219,cell-based format,None,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136765,1,Scientific Literature,J. Med. Chem.,2003,CHEMBL3308072,
CHEMBL145443,,0,562.02,1,4.05,27,COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)C1c1ccc(F)c(F)c1,Ki,'=',8.4,nM,8.08,,,UO_0000065,14.37,0.28,4.03,8.57,FALSE,CHEMBL651991,In vitro binding affinity against Alpha-1B adrenergic receptor of human liver microsomes.,B,BAO_0000221,tissue-based format,None,CHEMBL3559723,Liver,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132478,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL286003,,0,495.53,0,3.98,9,COc1ccccc1OCCNCC1COC(c2ccccc2)(c2ccccc2)O1.O=C(O)C(=O)O,Ki,'=',45.71,nM,7.34,,,UO_0000065,18.1,0.33,3.36,14.99,TRUE,CHEMBL651053,Affinity constant towards human recombinant Alpha-1B adrenergic receptor using [3H]prazosin (from CHO cells) as radioligand by radioligand binding assay,B,BAO_0000219,cell-based format,None,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136765,1,Scientific Literature,J. Med. Chem.,2003,CHEMBL3308072,
CHEMBL292672,,0,427.37,0,4.4,104,CN(CCCOc1cc(Cl)ccc1Cl)CCN1C(=O)CC2(CCCC2)CC1=O,Ki,,,,,,Not Determined,,,,,,FALSE,CHEMBL649208,Binding affinity constant against alpha-1B adrenergic receptor of guinea pig spleen.,B,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149137,1,Scientific Literature,J. Med. Chem.,2004,None,
CHEMBL4558985,,0,467.52,0,3.82,13,O=C(O)C(=O)O.OCC(CNCCOc1ccccc1)OC(c1ccccc1)c1ccccc1,Ki,'=',2290.87,nM,5.64,,,UO_0000065,14.94,0.28,1.82,11.12,FALSE,CHEMBL4353356,Displacement of [3H] prazosin from human cloned adrenoceptor alpha 1B expressed in CHO cell membrane incubated for 30 mins by liquid scintillation counter,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4350985,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL467259,,0,280.31,0,2.82,21,Fc1cccc(-c2cncnc2)c1C1Cc2nccn2C1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL970449,Agonist activity at human adrenergic Alpha-1B receptor expressed in CHO cells assessed as calcium mobilization by FLIPR,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1136911,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,CHEMBL3308072,
CHEMBL346380,,0,257.36,0,2.83,5,c1csc(-c2ccccc2NCC2=NCCN2)c1,EC50,'=',5.754,nM,8.24,,,UO_0000065,,,,,FALSE,CHEMBL875931,In vitro activation of human Alpha-1B receptor expressed in rat-1 fibroblasts via calcium mobilization through the Gq coupled PLC pathway as functional assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135065,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
