Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
GYSZUJHYXCZAKI-CQSZACIVNA-N,6603808,147,A,7.14002,pubchem,724006,9606,ADRA1B,93,O1[C@H](CNCCOC2=C(OC)C=CC=C2OC)COC=3C1=CC=CC3
GYSZUJHYXCZAKI-CQSZACIVNA-N,CHEMBL214986,24173,A,7.64,chembl20,412949,10116,ADRA1B,93,C1=CC=C2OC[C@H](OC2=C1)CNCCOC3=C(C=CC=C3OC)OC
JAUOIFJMECXRGI-UHFFFAOYNA-N,CHEMBL1172,24173,A,5.7,chembl20,774697,10116,ADRA1B,93,C1C=2C(=NC=CC2)C(C3=C(C1)C=C(Cl)C=C3)=C4CCNCC4
IZMYNAZDOKXFDK-UHFFFAOYNA-N,CHEMBL1254914,147,A,7.9,chembl20,663468,9606,ADRA1B,93,C=1C=CC=CC1COC2=CC=CC=C2OCCNCCOC3=C(C=CC=C3)OCC
JWSMZMQACCXSIX-UHFFFAOYNA-N,CHEMBL539601,24173,A,7.8,chembl20,384613,10116,ADRA1B,93,C1(CCN(CC1)CCCN2CCCCC2)C3=CNC4=C3C=C(C=C4)F
JWXMKFUDAOLJCY-GSJGKIHCNA-N,CHEMBL1255770,147,A,6.75,chembl20,664774,9606,ADRA1B,93,C=1C=C2C(=CC1)C[C@@]3(C4=CNC=N4)[C@@H]2C3(C)C
JWXMKFUDAOLJCY-QPGQOZSINA-N,52950140,147,A,6.74999,pubchem,516906,9606,ADRA1B,93,N1C([C@@]23C([C@@H]2C=4C(C3)=CC=CC4)(C)C)=CN=C1
JPMCMOMHRKVIJA-LILDFLRNNA-N,9796525,24173,N,,pubchem,1093145,10116,ADRA1B,93,S(O)(=O)(=NC1=C2C(C(CCC2)C=3N=CN(C3)C)=CC=C1)C
HOJOXSXQAYANNF-FQLLCYBXNA-N,9926529,24173,N,,pubchem,1093145,10116,ADRA1B,93,S(O)(O)(=NC1=C2C(C(CCC2)C=3NC=NC3)=CC=C1)=CC
HKKFANFJFXTBQG-FQFUPTBWNA-N,9815005,24173,N,,pubchem,1093145,10116,ADRA1B,93,S(O)(=O)(=NC1=C2C(C(CCCC2)C=3NC=NC3)=CC=C1)C
KARRRKRAFOPOBM-GPQMBLKYNA-N,9923051,24173,N,,pubchem,1093145,10116,ADRA1B,93,S(=O)(=O)(NC=1C2=C(C(CCC2)C=3NC(=NC3)C)C=CC1)CC
MACSPWGTMJSVNZ-UCMAGDEDNA-N,44449725,147,A,6.04479,pubchem,331625,9606,ADRA1B,93,N1=C(NC=C1)C2CCC3=C2C=CC=C3C4=C(NN=C4)C
MRBDMNSDAVCSSF-GPQMBLKYNA-N,CHEMBL597,24173,A,7.35,chembl20,774697,10116,ADRA1B,93,N(C=1C=C(O)C=CC1)(CC=2NCCN2)C=3C=CC(=CC3)C
UVQRVHVFXJDEEN-GPQMBLKYNA-N,10267873,24173,N,,pubchem,1093145,10116,ADRA1B,93,S(=O)(=O)(NC1=C2C(C(CCC2)C=3NC=NC3)=CC=C1)C4CC4
KPRIFUSHKKUTQB-LILDFLRNNA-N,11392580,24173,N,,pubchem,1093145,10116,ADRA1B,93,S(O)(=O)(=NC1=C2C(C(CCC2)C=3N(C=NC3)C)=CC=C1)C
JWHAUXFOSRPERK-UHFFFAOYNA-N,CHEMBL631,24173,A,5.85,chembl20,774697,10116,ADRA1B,93,C=1(C(=O)CCC2=CC=CC=C2)C(OCC(O)CNCCC)=CC=CC1
MEUCRKVGHOJPJP-UHFFFAOYNA-N,CHEMBL1255086,147,A,7,chembl20,663468,9606,ADRA1B,93,C1=C(COC=2C(=CC=CC2)OCCNCCOC3=CC=CC=C3)C=CC=C1
NHBSUQDVNVOGGK-UHFFFAOYNA-N,CHEMBL80125,147,A,5.43,chembl20,34347,9606,ADRA1B,93,N=1OC(CN2CCN(CC2)C=3C(OC4=CC=CC=C4)=CC=CC3)=CC1CO
NEQHKSNFFVEGHN-CMLSCEPHNA-N,CHEMBL362954,147,A,6.99,chembl20,320869,9606,ADRA1B,93,C1(NN(C=2C=C(OC)C=CC2)C=3C=CC(=CC3)C)=NCCN1
MGYAQEPRQTVZOM-UHFFFAOYNA-N,CHEMBL2205827,147,A,5.56,chembl20,985432,9606,ADRA1B,93,C12C3C4C5C1C6C(C4C(C62)(N3CC7=CC=C(C(=C7)OC)OC)O)C5
MHJWMIITIMUUKU-UHFFFAOYNA-N,CHEMBL597601,24173,A,5.59,chembl20,975872,10116,ADRA1B,93,N1(CCN(CC1)C=2C=CC=CC2)CC=3C=NN(C3)C=4C=CC(=CC4)Cl
RDGWVRARRWWRAY-CUNFQGHENA-N,CHEMBL111554,24173,A,5.29,chembl20,911062,10116,ADRA1B,93,S(=NC=1C2=C(C(C=3NC=NC3)CCC2)C=CC1)(O)(=O)C
RBBPCEWGOONAPO-UHFFFAOYNA-N,CHEMBL301224,147,A,8.1,chembl20,34190,9606,ADRA1B,93,C1(N(CCN2CCN(CC2)C3=CC(Cl)=CC=C3Cl)CCC4(C1)CCCC4)=O
QBGRLRJVZIAFPH-JLGFQASFNA-N,9900133,24173,N,,pubchem,1093145,10116,ADRA1B,93,O(C(=O)NC1=C2C(C(CCC2)C=3NC=NC3)=CC=C1)C
QEJVHQDLWUVNET-UHFFFAOYNA-N,CHEMBL2112774,147,A,6.48,chembl20,34339,9606,ADRA1B,93,C=1(C2CCC(NCCOC=3N=CC=CC3)CC2)C=C(OC)C=CC1
RMRXQQJMELOBDK-WYUMXYHSNA-N,9944409,24173,A,6.63999,pubchem,1093145,10116,ADRA1B,93,S(=O)(=O)(NC=1C2=C(C(CCC2)C=3NC=NC3)C=CC1O)C
RMRXQQJMELOBDK-YAQRNVERNA-N,CHEMBL108804,24173,A,6.64,chembl20,911062,10116,ADRA1B,93,S(NC=1C2=C(C(C=3N=CNC3)CCC2)C=CC1O)(=O)(=O)C
RYACWLKZCHVEBC-UHFFFAOYNA-N,CHEMBL293734,147,A,7.08,chembl20,34190,9606,ADRA1B,93,N1(C=2C(Cl)=CC=CC2)CCN(CC1)CCN3CCC4(CC3)CCCC4
VGKDLMBJGBXTGI-SJCJKPOMNA-N,CHEMBL809,24173,A,6.48,chembl20,774697,10116,ADRA1B,93,C=12[C@H](C=3C=C(Cl)C(=CC3)Cl)CC[C@@H](C1C=CC=C2)NC
VDSXZDLUEYFJGH-HUNILIIBNA-N,CHEMBL1256609,147,A,8.21,chembl20,664774,9606,ADRA1B,93,C1=CC=C2C(=C1)[C@@H]3[C@@](C4=CNC=N4)(C3)[C@H]2C
VDSXZDLUEYFJGH-UIYDARBXNA-N,49781222,147,A,8.20971,pubchem,516906,9606,ADRA1B,93,N1C([C@]23[C@H](C2)C=4C([C@@H]3C)=CC=CC4)=CN=C1
UWNYSEQNXHRAOC-UHFFFAOYNA-N,CHEMBL293968,147,A,6.58,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C4=CC=CC=C4
URKOMYMAXPYINW-UHFFFAOYNA-N,CHEMBL716,147,A,7,chembl20,1329323,9606,ADRA1B,93,S1C=2C(C(N3CCN(CC3)CCOCCO)=NC=4C1=CC=CC4)=CC=CC2
URKOMYMAXPYINW-UHFFFAOYNA-N,CHEMBL716,24173,A,7.87,chembl20,774697,10116,ADRA1B,93,S1C=2C(C(N3CCN(CC3)CCOCCO)=NC=4C1=CC=CC4)=CC=CC2
WIKYUJGCLQQFNW-UHFFFAOYNA-N,CHEMBL728,24173,A,7.31,chembl20,774697,10116,ADRA1B,93,N1(C=2C(=CC=C(C2)Cl)SC=3C1=CC=CC3)CCCN4CCN(CC4)C
YFZDJBNVNRXEMA-UHFFFAOYNA-N,CHEMBL98167,147,A,5.89,chembl20,34325,9606,ADRA1B,93,C1(C2=C(C=CC=C2)OC3(C1)CCN(CC3)CCC=4N=CC=CC4)=O
WRGOSJVRKURGMQ-UHFFFAOYNA-N,CHEMBL1767134,147,A,6.7,chembl20,741666,9606,ADRA1B,93,C=1C=C(CC=2C=3C(C(N(CCN(C)C)N2)=O)=CC=CC3)C=CC1Cl
WSVWKHTVFGTTKJ-UHFFFAOYNA-N,181743,147,A,5.92409,pubchem,453220,9606,ADRA1B,93,O(C=1C2=C3C(N(CCC3=CC1OC)C)CC=4C2=CC=5OCOC5C4)C
WYFCRYMMLDTJAM-CBUDGHOVNA-N,52941512,147,A,7.48004,pubchem,516906,9606,ADRA1B,93,N1C([C@]23[C@H]([C@@H]2C)C=4C(C3)=CC=CC4)=CN=C1
WYFCRYMMLDTJAM-OKUPMWETNA-N,CHEMBL1256378,147,A,7.48,chembl20,664774,9606,ADRA1B,93,C1=CC=C2C(=C1)[C@@H]3[C@@](C4=CNC=N4)([C@H]3C)C2
YNQFUUYGAXWRRY-OAHLLOKONA-N,73349178,147,A,6.90001,pubchem,766573,9606,ADRA1B,93,O1[C@H](CNCCOC=2C=3OC=CC3C=CC2OC)COC=4C1=CC=CC4
YSLMGFFVMWWPSA-UHFFFAOYNA-N,11211017,147,A,6.59346,pubchem,238558,9606,ADRA1B,93,FC1=CC=C(N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2)C=C1
YQHUEAFWSKZKDZ-UHFFFAOYNA-N,CHEMBL292686,147,A,6.56,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCC(CC3)C4=CC=CC=C4
ZFLJBXISNFUYBH-UHFFFAOYNA-N,CHEMBL2153423,24173,A,8.26,chembl20,852798,10116,ADRA1B,93,C(N1CCN(C=2C=CC=CC2OC)CC1)CC=3C=CC4=C(C3)OCO4
ZKZPALUMIOSXPX-UHFFFAOYNA-N,CHEMBL535837,24173,A,7.15,chembl20,384613,10116,ADRA1B,93,C1(CCN(CC1)CCCN2CCCCC2)C3=C(NC4=C3C=CC=C4)C
AYYCFGDXLUPJAQ-UHFFFAOYNA-N,210172,24173,A,7.55006,pubchem,766565,10116,ADRA1B,93,O=C1N(C(=O)CC2(CCCC2)C1)CCN3CCN(CC3)C=4C(OC)=CC=CC4
AYYCFGDXLUPJAQ-UHFFFAOYNA-N,CHEMBL543741,147,A,7.3,chembl20,753879,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(C=4C(OC)=CC=CC4)CC3
BETHXCLHMRGYBW-UHFFFAOYNA-N,CHEMBL150161,147,A,7.38,chembl20,361008,9606,ADRA1B,93,N1(CC(CC1)(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(F)C=C3
BASQZMOJDHSJPS-UHFFFAOYNA-N,CHEMBL1255003,147,A,7,chembl20,663468,9606,ADRA1B,93,C=1C=CC=CC1COC=2C(OCCNCCOC3=C(C=CC=C3C)C)=CC=CC2
ASHFKBMVCDTQQO-GVQWLNDLNA-N,49781006,147,A,7.40001,pubchem,516906,9606,ADRA1B,93,O([C@@H]1[C@]2([C@H](C2)C=3C1=CC=CC3)C=4NC=NC4)CC
AUQZROKGNYIFMG-UHFFFAOYNA-N,9931327,147,A,6.42022,pubchem,238558,9606,ADRA1B,93,FC=1C(N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2)=CC(F)=C(F)C1
AXVLPJHYYFHCHK-UYBDAZJANA-N,CHEMBL2440659,24173,N,4.73,chembl20,990425,10116,ADRA1B,93,C1=C(C=C(C=C1OC2=CN=CN=C2)C(NC=3SC=C(N3)C)=O)F
BIGUXWQKCPFOAH-LQFNOIFHNA-N,CHEMBL302637,147,A,6.28,chembl20,32894,9606,ADRA1B,93,C1(C2=NC(C3=CNC4=C3C=CC(Br)=C4)=CN2)=CNC5=C1C=CC(Br)=C5
BMHWWKPJPARTBN-RAOGCBAWNA-N,CHEMBL2432063,147,A,8.03,chembl20,985432,9606,ADRA1B,93,C1(CN([C@@H]2C3C4C5C2C6C(C4C3C6)C5)C)CCCCC1
CQDKZYPQPMHYAR-ZDUSSCGKNA-N,71454864,147,A,7.51004,pubchem,693297,9606,ADRA1B,93,O1[C@@H](CNCCOC2=C(OC)C=CC=C2OC)COC3=C1C(O)=CC=C3
CQFKZCAKNRCPDY-CYBMUJFWNA-N,71458491,147,A,7.47006,pubchem,693297,9606,ADRA1B,93,ClC=1C=2O[C@H](CNCCOC3=C(OC)C=CC=C3OC)COC2C=CC1
CQFKZCAKNRCPDY-ZDUSSCGKNA-N,71462042,24173,A,8.05012,pubchem,693304,10116,ADRA1B,93,ClC=1C=2O[C@@H](CNCCOC3=C(OC)C=CC=C3OC)COC2C=CC1
CQFKZCAKNRCPDY-ZDUSSCGKNA-N,CHEMBL2153555,147,A,8.66,chembl20,854041,9606,ADRA1B,93,C=1C(=C2C(OC[C@@H](O2)CNCCOC3=C(C=CC=C3OC)OC)=CC1)Cl
CLADBLWFXVASRD-UHFFFAOYNA-N,46882085,147,A,7.27003,pubchem,464910,9606,ADRA1B,93,O1C(OCC1CNCCOC=2C(OCC)=CC=CC2)(C3=CC=CC=C3)C4=CC=CC=C4
DABSIMIABRDOKT-UHFFFAOYNA-N,CHEMBL57593,147,A,7.06,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C=4C(Cl)=CC=CC4
CYDFRMLIERPUGG-UHFFFAOYNA-N,CHEMBL299691,147,A,7.2,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C=4C(F)=CC=CC4
DUZKXKAAUHDBQA-CAUKCHDANA-N,CHEMBL2432049,147,A,5.46,chembl20,985432,9606,ADRA1B,93,C12[C@H](C3C4C1C5C(C4)C3CC52)NCCC=6C=CC=CN6
GENVWLSAPICTPF-HNNXBMFYNA-N,71817548,147,A,7.45002,pubchem,766573,9606,ADRA1B,93,O(C1=C2NCCC2=CC=C1OC)CCNC[C@@H]3OC=4C(OC3)=CC=CC4
GENVWLSAPICTPF-HNNXBMFYNA-N,CHEMBL3216590,24173,A,9.08,chembl20,978678,10116,ADRA1B,93,C1=CC=C2C(=C1)O[C@H](CO2)CNCCOC=3C(=CC=C4C3NCC4)OC
GENVWLSAPICTPF-OAHLLOKONA-N,CHEMBL3217244,147,A,6.43,chembl20,978686,9606,ADRA1B,93,C1=CC=C2C(=C1)O[C@@H](CO2)CNCCOC=3C(=CC=C4C3NCC4)OC
FRUMSZUUBXPHHF-UHFFFAOYNA-N,CHEMBL1767156,147,A,8.2,chembl20,741666,9606,ADRA1B,93,C=1C=C(CC2=NN(C3CCN(CC3)C)C(=O)C=4C2=CC=CC4)C=CC1Cl
FWOURRQBUSLNDI-UHFFFAOYNA-N,44596863,24173,A,6.9914,pubchem,441358,10116,ADRA1B,93,O=C1N(N=C(C(C1=N)=CC)C)CCCN2CCN(CC2)C3=CC=C(C=C3)C
DXVHHSNKHNZWOK-UHFFFAOYNA-N,44308654,147,A,5.59024,pubchem,37201,9606,ADRA1B,93,S1C(CN2C(O)CCCC2)=CC=C1CN3CCN(CC3)C=4C(OC)=CC=CC4
FGBDGNKVRNLYDB-UHFFFAOYNA-N,CHEMBL1086156,147,A,6.93,chembl20,615773,9606,ADRA1B,93,S1C(C=2C=CC=CC2)(SCC1CNCCOC3=C(C=CC=C3)OC)C4=CC=CC=C4
FIKCUNQQOIUGKX-UHFFFAOYNA-N,CHEMBL299022,147,A,7.34,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C=4C(C#N)=CC=CC4
FEWRBUTUYATDFG-UHFFFAOYNA-N,CHEMBL57859,147,A,7.26,chembl20,34190,9606,ADRA1B,93,C1(N(CCN2CCN(CC2)C=3C(OC)=CC=CC3)CCC4(C1)CCCC4)=O
DVYBIZHLZSDANU-UHFFFAOYNA-N,CHEMBL1744044,24173,A,8.41,chembl20,34340,10116,ADRA1B,93,N12C(=NCC1CN3CCN(CC3)C=4C(OC)=CC=CC4)C=5C=CC=CC5N=C2SC
BQIVUTQNTYCGLI-UHFFFAOYNA-N,CHEMBL293539,147,A,8,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C4=CC(F)=CC=C4Cl
BVYRODJRYHZDHU-UHFFFAOYNA-N,CHEMBL58384,147,A,6.35,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C4=CC(I)=CC=C4Cl
BCHBWJJYYFDYES-UHFFFAOYNA-N,CHEMBL80132,147,A,7.48,chembl20,216132,9606,ADRA1B,93,C1(N(N=C(CC1=NCCN2CCN(CC2)C3=C(OC)C=CC=C3)C)C)=O
HSSBMQXDKGERBI-WNBFGBGPNA-N,49781005,147,A,5.75,pubchem,516906,9606,ADRA1B,93,O([C@@H]1[C@]2([C@H](C2)C=3C1=CC=CC3)C=4NC=NC4)C
HSSBMQXDKGERBI-XOSWKXQINA-N,49781004,147,A,6.04,pubchem,516906,9606,ADRA1B,93,O([C@H]1[C@]2([C@H](C2)C=3C1=CC=CC3)C=4NC=NC4)C
HVJOIRMQZXEGPW-UHFFFAOYNA-N,CHEMBL516088,147,A,6.26,chembl20,563503,9606,ADRA1B,93,C1(=C(OC)C(OCCF)=CC=C1)C(C2CCN(CC2)CCC3=CC=C(C=C3)F)=O
ATIJQZLSMDZBIR-UHFFFAOYNA-N,CHEMBL57364,147,A,6.66,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C=4C=C(Cl)C=CC4
HIASEHRDTBGCHW-UHFFFAOYNA-N,25131876,147,A,7.25003,pubchem,724006,9606,ADRA1B,93,O1C(COCC1CNCCOC=2C(OC)=CC=CC2)(C3=CC=CC=C3)C4=CC=CC=C4
HIFJFKUAMBPYFD-UHFFFAOYNA-N,72205045,24173,A,6.1549,pubchem,763652,10116,ADRA1B,93,ClC1=CC=C(N2N=CC(CCCN3CCN(CC3)C4=CC=CC=C4)=C2)C=C1
ILTMQKYWOPLCSC-UHFFFAOYNA-N,CHEMBL157910,147,A,5.4,chembl20,32301,9606,ADRA1B,93,S(NC1=C(C(Cl)=CC(=C1)Cl)Cl)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
GUUIENZLFCYGEL-UHFFFAOYNA-N,CHEMBL291908,147,A,7.13,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C=4C(C)=CC=CC4
IXRPDYSTGHYEBR-DHGUOQCZNA-N,CHEMBL1256566,147,A,7.94,chembl20,664774,9606,ADRA1B,93,C=1C=C2C(=CC1)[C@H](OCCC)[C@]3([C@@H]2C3)C=4N=CNC4
IXRPDYSTGHYEBR-GRLYIYQMNA-N,49781007,147,A,7.94006,pubchem,516906,9606,ADRA1B,93,O([C@@H]1[C@]2([C@H](C2)C=3C1=CC=CC3)C=4NC=NC4)CCC
HOJOXSXQAYANNF-TZERFMFGNA-N,CHEMBL2261355,24173,A,5.42,chembl20,911062,10116,ADRA1B,93,OS(O)(=NC=1C2=C(C=CC1)[C@@H](CCC2)C=3NC=NC3)=CC
HNLNXYUSMGCHFW-UHFFFAOYNA-N,CHEMBL1767157,147,A,6.5,chembl20,741666,9606,ADRA1B,93,C=1C=C(CC2=NN(CCC3N(CCC3)C)C(C=4C2=CC=CC4)=O)C=CC1Cl
LQKQCQKZRUYZOI-UYJOWDBENA-N,49781224,147,A,8.05012,pubchem,516906,9606,ADRA1B,93,N1C([C@]23[C@H](C2)C=4C([C@@H]3CCC)=CC=CC4)=CN=C1
LQKQCQKZRUYZOI-YWUTZCGUNA-N,CHEMBL1255616,147,A,8.05,chembl20,664774,9606,ADRA1B,93,C=1C=C2C(=CC1)[C@@H]([C@]3([C@@H]2C3)C4=CNC=N4)CCC
LNEPOXFFQSENCJ-UHFFFAOYNA-N,CHEMBL54,24173,A,8.31,chembl20,774697,10116,ADRA1B,93,C1(CCN(CC1)CCCC(C=2C=CC(=CC2)F)=O)(C=3C=CC(=CC3)Cl)O
HBGSAORKQHKGPY-UHFFFAOYNA-N,CHEMBL2333732,24173,A,5.94,chembl20,947077,10116,ADRA1B,93,N=1N(C=C(C1)CN2CCN(CC2)C=3C=CC(=CC3)O)C4=CC=C(C=C4)Cl
GTSXERKGHGFELV-UHFFFAOYNA-N,46881493,147,A,6.62001,pubchem,464910,9606,ADRA1B,93,O1C(OCC1CNCCOC=2C(=CC=CC2)C)(C3=CC=CC=C3)C4=CC=CC=C4
LAZUXKZZDKCHKK-UHFFFAOYNA-N,CHEMBL56438,147,A,8,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C4=CC(Cl)=CC=C4Cl
KLBQZWRITKRQQV-UHFFFAOYNA-N,CHEMBL479,24173,A,8.59,chembl20,774697,10116,ADRA1B,93,N1(C=2C(=CC=C(C2)SC)SC3=C1C=CC=C3)CCC4N(C)CCCC4
KKPMYWNQZNRGIK-UHFFFAOYNA-N,CHEMBL444590,147,A,8.1,chembl20,34339,9606,ADRA1B,93,N1(C2=NC=CC=C2)CCN(CC1)CCCC3C=4C(=C(OC)C=CC4)CCC3
JZKXKHVOIUMWCS-UHFFFAOYNA-N,CHEMBL414628,147,A,6,chembl20,32301,9606,ADRA1B,93,S(N1C2=CC(I)=CC=C2CC1)(C=3C=C(N4CCNCC4)C(=CC3)OC)(=O)=O
KFOQZPZUMXHKTJ-UHFFFAOYNA-N,CHEMBL100878,147,A,7.28,chembl20,34325,9606,ADRA1B,93,O1C2(C=CC=3C1=CC=CC3)CCN(CC2)CCC=4C=5C(=CC=CC5)C=CC4
JXZZEXZZKAWDSP-LQFNOIFHNA-N,CHEMBL279516,147,A,7.6,chembl20,34314,9606,ADRA1B,93,C(NC1CCN(CC1)CCC2=CNC3=C2C=CC=C3)(=O)C=4C=CC=CC4
MACSPWGTMJSVNZ-FQFUPTBWNA-N,CHEMBL260720,147,A,6.04,chembl20,479651,9606,ADRA1B,93,C=1(C2=C(C=CC1)C(C3=NC=CN3)CC2)C=4C(=NNC4)C
LXIPAAJKLDMQAA-UHFFFAOYNA-N,CHEMBL100052,147,A,7.31,chembl20,34325,9606,ADRA1B,93,C12(C(C=3C=CC=CC3C1)=O)CCN(CC2)CCC=4C=5C(=CC=CC5)C=CC4
MRCKSWXOWOMYII-KRWDZBQONA-N,49797188,24173,A,9.69037,pubchem,272704,10116,ADRA1B,93,O1[C@@H](CNCCOC=2C=3C(C=CC2OC)=CC=CC3)COC=4C1=CC=CC4
MRCKSWXOWOMYII-KRWDZBQONA-N,CHEMBL217469,147,A,7.8,chembl20,978686,9606,ADRA1B,93,C=1C=C2O[C@H](COC2=CC1)CNCCOC3=C(C=CC=4C3=CC=CC4)OC
MRCKSWXOWOMYII-QGZVFWFLNA-N,49797189,24173,A,7.83003,pubchem,272704,10116,ADRA1B,93,O1[C@H](CNCCOC=2C=3C(C=CC2OC)=CC=CC3)COC=4C1=CC=CC4
MRGNBQGTIXPNTD-UHFFFAOYNA-N,CHEMBL101739,147,A,7.26,chembl20,34325,9606,ADRA1B,93,O1C2(CCN(CC2)CCC=3C=4C(=CC=CC4)C=CC3)CCC=5C1=CC=CC5
MQBZNVUMTSNRTI-UHFFFAOYNA-N,CHEMBL56899,147,A,7.32,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C4=CC(Br)=CC=C4Br
MDGVJLRHVBFKOM-GXSSWUEZNA-N,CHEMBL321644,24173,N,4.37,chembl20,911053,10116,ADRA1B,93,S(=CC(F)(F)F)(=NC=1C2=C(C(C=3NC=NC3)CCC2)C=CC1)(O)O
MBDYMQCXLMADKW-MOPGFXCFNA-N,CHEMBL449057,147,A,6,chembl20,539781,9606,ADRA1B,93,[C@H]1(CO[C@@H](CO1)CNCCOC2=CC=CC=C2)C3=CC=CC=C3
MBDYMQCXLMADKW-RTBURBONNA-N,CHEMBL521694,147,A,6,chembl20,539781,9606,ADRA1B,93,[C@@H]1(CO[C@@H](CO1)CNCCOC2=CC=CC=C2)C3=CC=CC=C3
NWSVOKGXCYCZTI-UHFFFAOYNA-N,CHEMBL556313,147,A,8.23,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C4=CC(F)=CC=C4F
OATAFOSOEAZGEK-UHFFFAOYNA-N,72205043,24173,A,6.07058,pubchem,763652,10116,ADRA1B,93,ClC1=CC=C(N2N=CC(COCCN3CCN(CC3)C4=CC=CC=C4)=C2)C=C1
NMZPGTCGQWMZBC-UHFFFAOYNA-N,CHEMBL57540,147,A,6.88,chembl20,34190,9606,ADRA1B,93,N1(C(CC2(C=C1)CCCC2)=O)CCN3CCN(CC3)C=4C(OC)=CC=CC4
NQYDFNJSOIGZSU-UHFFFAOYNA-N,CHEMBL446180,147,A,5.96,chembl20,302652,9606,ADRA1B,93,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(CC3)C=4C(=CC(=CC4)F)F
NNVMIQMBTAAZFU-UHFFFAOYNA-N,CHEMBL37883,147,A,7.2,chembl20,800454,9606,ADRA1B,93,C1(OCC(O1)CNCCOC2=CC=CC=C2)(C3=CC=CC=C3)C=4C=CC=CC4
ONMIMCVGCGOVHM-UHFFFAOYNA-N,CHEMBL42558,24173,A,7.17,chembl20,32281,10116,ADRA1B,93,C=1(C(OC)=CC=CC1OC)OCCNCCOC2=C(CC3=CC=CC=C3)C=CC=C2
OIZYYUJMNZAXNN-UHFFFAOYNA-N,52937119,147,A,7.10002,pubchem,591515,9606,ADRA1B,93,ClC1=CC=C(CC2=NN(CC3CCN(C3)C)C(=O)C4=C2C=CC=C4)C=C1
OCIBSJABYJIGGA-UHFFFAOYNA-N,CHEMBL154274,147,A,5.7,chembl20,32301,9606,ADRA1B,93,S(NC=1C=C(Br)C=CC1Br)(C=2C=C(N3CCNCC3)C(=CC2)OC)(=O)=O
PHLBKPHSAVXXEF-UHFFFAOYNA-N,CHEMBL621,24173,A,7.21,chembl20,774697,10116,ADRA1B,93,N12C(N(CCCN3CCN(CC3)C=4C=C(Cl)C=CC4)N=C1C=CC=C2)=O
PGGCRGAETLNAJC-UHFFFAOYNA-N,11948707,147,A,6.42251,pubchem,263541,9606,ADRA1B,93,O(C=1C=C(N2CCN(CC2)CCCCN3N=CC(=O)N(C3=O)C)C=CC1)C
OWBTWZBJRVBXIC-MPIMZMORNA-N,CHEMBL63208,147,A,6.77,chembl20,32894,9606,ADRA1B,93,C1(C2=NC(C3=CNC4=C3C=CC(Br)=C4)=CN2)=CNC5=C1C=CC=C5
PBOALASTYPPBPW-UHFFFAOYNA-N,CHEMBL56620,147,A,7.08,chembl20,34190,9606,ADRA1B,93,N1(C(C2(CCCC2)CC1=O)=O)CCN3CCN(CC3)C=4C=C(Cl)C=CC4Cl
PANUNJICXXHAIL-UHFFFAOYNA-N,52944615,147,A,7.10002,pubchem,515614,9606,ADRA1B,93,ClC1=C(OCCNCCOC=2C(OCC3=CC=CC=C3)=CC=CC2)C(Cl)=CC=C1
PAEDPQXLBJMTGG-UHFFFAOYNA-N,52941624,147,A,7.70006,pubchem,515614,9606,ADRA1B,93,O(CCNCCOC=1C(OC)=CC=CC1)C=2C(OCC3=CC=CC=C3)=CC=CC2
ODHPQKBPZNUARX-UHFFFAOYNA-N,49796085,147,A,7.33003,pubchem,643006,9606,ADRA1B,93,O1C(OCC1CNCCOC=2C(OC)=CC=CC2)(C3=CC=CC=C3)C4=CC=CC=C4
