Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL1094514,P35368,,FQPJRGDRIOAJCS-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,20427184,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic Alpha-1B receptor at 1 uM,,5-Functionalized indazoles as glucocorticoid receptor agonists.,Bioorg. Med. Chem. Lett.,2010,20,10,"Bai M, Carr G, Deorazio RJ, Friedrich TD, Dobritsa S, Fitzpatrick K, Guzzo PR, Kitchen DB, Lynch MA, Peace D, Sajad M, Usyatinsky A, Wolf MA",,631276,DTCT0023207,3337662,DTCC00642303,683992,38666
CHEMBL1095274,P35368,,LFLUHLCPXQWQKW-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,19939513,ACTIVITY,,,,,,,,,,,,,,,,,Binding affinity to adrenergic Alpha-1B receptor at 10 uM by radioligand displacement assay,Active,"8-Sulfonyl-substituted tetrahydro-1H-pyrido[4,3-b]indoles as 5-HT6 receptor antagonists.",Eur. J. Med. Chem.,2010,45,2,"Ivachtchenko AV, Mitkin OD, Tkachenko SE, Okun IM, Kysil VM",,627780,DTCT0023207,3303533,DTCC00638646,1051183,38522
CHEMBL1096467,P35368,,DXRCWRDHBIVBIS-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,20427184,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of adrenergic Alpha-1B receptor at 1 uM,,5-Functionalized indazoles as glucocorticoid receptor agonists.,Bioorg. Med. Chem. Lett.,2010,20,10,"Bai M, Carr G, Deorazio RJ, Friedrich TD, Dobritsa S, Fitzpatrick K, Guzzo PR, Kitchen DB, Lynch MA, Peace D, Sajad M, Usyatinsky A, Wolf MA",,631276,DTCT0023207,3337661,DTCC00642302,1746261,38666
CHEMBL1099284,P35368,,LEEDRVGVQYVFHX-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,19939513,ACTIVITY,=,37,%,,,,,,,,,,,,,,Binding affinity to adrenergic Alpha-1B receptor at 1 uM by radioligand displacement assay,,"8-Sulfonyl-substituted tetrahydro-1H-pyrido[4,3-b]indoles as 5-HT6 receptor antagonists.",Eur. J. Med. Chem.,2010,45,2,"Ivachtchenko AV, Mitkin OD, Tkachenko SE, Okun IM, Kysil VM",,628588,DTCT0023207,3303522,DTCC00639104,1727244,38522
CHEMBL1112,P35368,ARIPIPRAZOLE,CEUORZQYGODEFX-UHFFFAOYSA-N,4,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12784105,KI,=,34.8,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14756474,DTCC00106550,2110875,69826
CHEMBL1112,P35368,ARIPIPRAZOLE,CEUORZQYGODEFX-UHFFFAOYSA-N,4,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,,KI,=,100,NM,,,,,,,,,,,,,,Binding affinity to adrenergic alpha1B receptor (unknown origin) by PDSP assay,,,MedChemComm,2012,3,5,,,1329323,DTCT0023207,13582470,DTCC00106550,1580612,39761
CHEMBL111639,P35368,FLUOROCARAZOLOL,QHLGXPUIUKSADT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11512051,KI,=,677,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14736641,DTCC00281815,2106040,69642
CHEMBL111639,P35368,FLUOROCARAZOLOL,QHLGXPUIUKSADT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11512051,KI,=,4600,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14736642,DTCC00281815,2106040,69642
CHEMBL114012,P35368,,BDPXTGHWVMUJCT-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10669560,LOG KI,,,,,,,,,,,,,,,,,Binding affinity towards alpha-1B adrenergic receptor; ND means no data.,Not Determined,"A novel, potent, and selective 5-HT(7) antagonist: (R)-3-(2-(2-(4-methylpiperidin-1-yl)ethyl)pyrrolidine-1-sulfonyl) phen ol (SB-269970).",J. Med. Chem.,2000,43,3,"Lovell PJ, Bromidge SM, Dabbs S, Duckworth DM, Forbes IT, Jennings AJ, King FD, Middlemiss DN, Rahman SK, Saunders DV, Collin LL, Hagan JJ, Riley GJ, Thomas DR",,32310,DTCT0023207,1106772,DTCC00290522,1208080,16008
CHEMBL114054,P35368,,CPPOCROKOZZUJM-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,5011.87,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1173974,DTCC00107191,1435853,5253
CHEMBL114166,P35368,SK&F-104078,MBYSTKNEMJZSIK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,7562902,KI,=,87,NM,,cell_based,,,,,,,,,,,CHO,Inhibition of [3H]prazosin binding to human Alpha-1B adrenergic receptor expressed in CHO cells,,Alpha- and beta-adrenoceptors: from the gene to the clinic. 2. Structure-activity relationships and therapeutic applications.,J. Med. Chem.,1995,38,19,"Ruffolo RR, Bondinell W, Hieble JP",,34343,DTCT0023207,917679,DTCC01742473,1208198,13230
CHEMBL114345,P35368,,JFQVHBZRRZBJFS-HSZRJFAPSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12392747,KI,=,19.05,NM,,,,,,,,,,,,,,Binding affinity towards Alpha-1B adrenergic receptor,,SB-656104-A: a novel 5-HT(7) receptor antagonist with improved in vivo properties.,Bioorg. Med. Chem. Lett.,2002,12,22,"Forbes IT, Douglas S, Gribble AD, Ife RJ, Lightfoot AP, Garner AE, Riley GJ, Jeffrey P, Stevens AJ, Stean TO, Thomas DR",,34624,DTCT0023207,1560672,DTCC00285662,1112493,5235
CHEMBL114669,P35368,,KJAQMQNRNCMXLV-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,5011.87,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1151631,DTCC00107192,756256,5253
CHEMBL115262,P35368,,UBSGPBQBBCDFAL-HXUWFJFHSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12392747,KI,=,43.65,NM,,,,,,,,,,,,,,Binding affinity towards Alpha-1B adrenergic receptor,,SB-656104-A: a novel 5-HT(7) receptor antagonist with improved in vivo properties.,Bioorg. Med. Chem. Lett.,2002,12,22,"Forbes IT, Douglas S, Gribble AD, Ife RJ, Lightfoot AP, Garner AE, Riley GJ, Jeffrey P, Stevens AJ, Stean TO, Thomas DR",,34624,DTCT0023207,1565742,DTCC00285667,756212,5235
CHEMBL115977,P35368,,SZASDYKMOXPMCV-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,100000,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1150478,DTCC00290555,1786005,5253
CHEMBL116292,P35368,,UKCOOKOJJMPVCG-HSZRJFAPSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12392747,KI,=,93.33,NM,,,,,,,,,,,,,,Binding affinity towards Alpha-1B adrenergic receptor,,SB-656104-A: a novel 5-HT(7) receptor antagonist with improved in vivo properties.,Bioorg. Med. Chem. Lett.,2002,12,22,"Forbes IT, Douglas S, Gribble AD, Ife RJ, Lightfoot AP, Garner AE, Riley GJ, Jeffrey P, Stevens AJ, Stean TO, Thomas DR",,34624,DTCT0023207,1596904,DTCC00285624,237842,5235
CHEMBL116448,P35368,,JBIWUVRCMUOUNK-QGZVFWFLSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10669560,LOG KI,,,,,,,,,,,,,,,,,Binding affinity towards Alpha-1B adrenergic receptor; ND means no data.,Not Determined,"A novel, potent, and selective 5-HT(7) antagonist: (R)-3-(2-(2-(4-methylpiperidin-1-yl)ethyl)pyrrolidine-1-sulfonyl) phen ol (SB-269970).",J. Med. Chem.,2000,43,3,"Lovell PJ, Bromidge SM, Dabbs S, Duckworth DM, Forbes IT, Jennings AJ, King FD, Middlemiss DN, Rahman SK, Saunders DV, Collin LL, Hagan JJ, Riley GJ, Thomas DR",,32308,DTCT0023207,1130373,DTCC00290938,108793,16008
CHEMBL116700,P35368,,MKCFTZDMTGUFFC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,100000,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1151615,DTCC00290580,1273638,5253
CHEMBL116700,P35368,,MKCFTZDMTGUFFC-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,IC50,=,5888.44,NM,,,,,,,,,,,,,,In vitro binding affinity against cloned human alpha-1B-adrenoceptor receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32514,DTCT0023207,1151618,DTCC00290580,1273638,5253
CHEMBL116843,P35368,,SIYVFOFBPDBXEI-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,100000,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1149376,DTCC00290571,820790,5253
CHEMBL1169493,P35368,,IPBOROXXRHATRV-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,9873568,KI,=,940,NM,,,,,,,,,,,,,,Binding affinity against human Alpha-1b adrenergic receptor was evaluated by cloned receptor binding assay,,Selective alpha-1a adrenergic receptor antagonists. Effects of pharmacophore regio- and stereochemistry on potency and selectivity.,Bioorg. Med. Chem. Lett.,1998,8,18,"Patane MA, DiPardo RM, Price RP, Chang RS, Ransom RW, O'Malley SS, Di Salvo J, Bock MG",,33013,DTCT0023207,1122215,DTCC00656885,808681,2771
CHEMBL117094,P35368,,MCTRZCCYVQDHLM-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,100000,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1152723,DTCC00290572,1786004,5253
CHEMBL1171434,P35368,,XVOYSCVBGLVSOL-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12649361,KI,=,10000,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023207,14738400,DTCC00655109,2106368,69159
CHEMBL117248,P35368,,YGIWTZGEYHABOR-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,=,2,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1147991,DTCC00290548,982574,5253
CHEMBL117248,P35368,,YGIWTZGEYHABOR-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,IC50,=,218.78,NM,,,,,,,,,,,,,,In vitro binding affinity against cloned human alpha-1B-adrenoceptor receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32514,DTCT0023207,1147996,DTCC00290548,982574,5253
CHEMBL117248,P35368,,YGIWTZGEYHABOR-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,MAX,=,105,%,,,,,,,,,,,,,,Activation of human alpha-1B-adrenoceptor receptors expressed in rat-1 fibroblasts as percent maximal effect relative to phenylephrine,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32512,DTCT0023207,1147992,DTCC00290548,982574,5253
CHEMBL117381,P35368,,HKSACLQULUKEGB-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11844675,EC50,<,5011.87,NM,,,,,,,,,,,,,,In vitro activation of human Alpha-1B receptor expressed in rat-1 fibroblasts via calcium mobilization through the Gq coupled PLC pathway as functional assay,,2-(anilinomethyl)imidazolines as alpha1A adrenergic receptor agonists: 2'-heteroaryl and 2'-oxime ether series.,Bioorg. Med. Chem. Lett.,2002,12,4,"Navas F, Bishop MJ, Garrison DT, Hodson SJ, Speake JD, Bigham EC, Drewry DH, Saussy DL, Liacos JH, Irving PE, Gobel MJ",,34480,DTCT0023207,977298,DTCC00290623,194674,5345
CHEMBL117381,P35368,,HKSACLQULUKEGB-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11844675,IC50,=,229.09,NM,,,,,,,,,,,,,,In vitro binding affinity against human Alpha-1B adrenergic receptor expressed in rat-1 fibroblasts,,2-(anilinomethyl)imidazolines as alpha1A adrenergic receptor agonists: 2'-heteroaryl and 2'-oxime ether series.,Bioorg. Med. Chem. Lett.,2002,12,4,"Navas F, Bishop MJ, Garrison DT, Hodson SJ, Speake JD, Bigham EC, Drewry DH, Saussy DL, Liacos JH, Irving PE, Gobel MJ",,34482,DTCT0023207,977301,DTCC00290623,194674,5345
CHEMBL117381,P35368,,HKSACLQULUKEGB-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,5011.87,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1169132,DTCC00290623,205408,5253
CHEMBL117482,P35368,,DJYTZDSAQZPKOG-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,5011.87,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1153946,DTCC00290466,594876,5253
CHEMBL117581,P35368,,GHCVLCQQNTYWFS-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,5011.87,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1140104,DTCC00291037,788441,5253
CHEMBL117914,P35368,,RQXPJRXQQKFJSK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,EC50,<,5011.87,NM,,,,,,,,,,,,,,"Activation of recombinant human adrenergic, alpha-1B receptor expressed in rat-1 fibroblasts determined via calcium mobilization through Gq coupled PLC pathway",,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34475,DTCT0023207,858675,DTCC00291019,238326,5326
CHEMBL117914,P35368,,RQXPJRXQQKFJSK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,11814822,MAX,,,,,,,,,,,,,,,,,Activation of human alpha-1B receptor expressed in rat-1 fibroblasts determined via calcium mobilization through Gq coupled PLC pathway expressed as percent of phenylephrine (40 um) response; No data,No data,alpha(1)-Adrenoceptor agonists: the identification of novel alpha(1A )subtype selective 2'-heteroaryl-2-(phenoxymethyl)imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,3,"Bishop MJ, Barvian KA, Berman J, Bigham EC, Garrison DT, Gobel MJ, Hodson SJ, Irving PE, Liacos JA, Navas F, Saussy DL, Speake JD",,34469,DTCT0023207,858676,DTCC00291019,238326,5326
CHEMBL117914,P35368,,RQXPJRXQQKFJSK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,<,100000,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1154992,DTCC00291019,237903,5253
CHEMBL117914,P35368,,RQXPJRXQQKFJSK-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,IC50,<,30199.52,NM,,,,,,,,,,,,,,In vitro binding affinity against cloned human alpha-1B-adrenoceptor receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32514,DTCT0023207,1154995,DTCC00291019,237903,5253
CHEMBL118055,P35368,,HHQOMPROOBMQGY-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,EC50,=,25.12,NM,,,,,,,,,,,,,,Activation of human alpha-1B adrenergic receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32513,DTCT0023207,1156324,DTCC00290832,368842,5253
CHEMBL118055,P35368,,HHQOMPROOBMQGY-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,IC50,=,891.25,NM,,,,,,,,,,,,,,In vitro binding affinity against cloned human alpha-1B-adrenoceptor receptors expressed in rat-1 fibroblasts,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32514,DTCT0023207,1156329,DTCC00290832,368842,5253
CHEMBL118055,P35368,,HHQOMPROOBMQGY-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12419381,MAX,=,78,%,,,,,,,,,,,,,,Activation of human alpha-1B-adrenoceptor receptors expressed in rat-1 fibroblasts as percent maximal effect relative to phenylephrine,,Alpha(1)-adrenoceptor activation: a comparison of 4-(anilinomethyl)imidazoles and 4-(phenoxymethyl)imidazoles to related 2-imidazolines.,Bioorg. Med. Chem. Lett.,2002,12,23,"Hodson SJ, Bigham EC, Garrison DT, Gobel MJ, Irving PE, Liacos JA, Navas F, Saussy DL, Sherman BW, Speake JD, Bishop MJ",,32512,DTCT0023207,1156325,DTCC00290832,368842,5253
CHEMBL1182155,P35368,,GYSZUJHYXCZAKI-AWEZNQCLSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,23252794,KI,=,5.75,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]prazosin from human recombinant alpha1B adrenergic receptor expressed in CHO cell membranes after 30 mins,,"Structure-activity relationships in 1,4-benzodioxan-related compounds. 11. (1) reversed enantioselectivity of 1,4-dioxane derivatives in a1-adrenergic and 5-HT1A receptor binding sites recognition.",J. Med. Chem.,2013,56,2,"Bonifazi A, Piergentili A, Del Bello F, Farande Y, Giannella M, Pigini M, Amantini C, Nabissi M, Farfariello V, Santoni G, Poggesi E, Leonardi A, Menegon S, Quaglia W",,936572,DTCT0023207,11756626,DTCC00661081,868334,53287
CHEMBL11828,P35368,,UTACGRWSJNDCLR-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,10843225,KI,=,10000,NM,,cell_based,,,,,,,,,,,,Binding affinity for human Alpha-1B adrenergic receptor expressed in COS cell membranes,,Novel arylpiperazines as selective alpha1-adrenergic receptor antagonists.,Bioorg. Med. Chem. Lett.,2000,10,10,"Li X, Murray WV, Jolliffe L, Pulito V",,34332,DTCT0023207,1181321,DTCC00140674,905325,3699
CHEMBL1189234,P35368,,YSEXVIPNIGQQMN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,22959245,KI,,,,,,,,,,,,,,,,,Binding affinity to alpha1B adrenergic receptor,Not Determined,"A s(1) receptor pharmacophore derived from a series of N-substituted 4-azahexacyclo[5.4.1.0(2,6).0(3,10).0(5,9).0(8,11)]dodecan-3-ols (AHDs).",Bioorg. Med. Chem. Lett.,2012,22,19,"Banister SD, Manoli M, Doddareddy MR, Hibbs DE, Kassiou M",,884055,DTCT0023207,11474393,DTCC00667938,1780157,51935
CHEMBL1189234,P35368,,YSEXVIPNIGQQMN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,23981939,KI,,,,,,,,,,,,,,,,,Inhibition of adrenergic alpha1B receptor (unknown origin) by PDSP assay,Not Determined,"N-substituted 8-aminopentacyclo[5.4.0.0(2,6).0(3,10).0(5,9)]undecanes as s receptor ligands with potential neuroprotective effects.",Bioorg. Med. Chem.,2013,21,19,"Banister SD, Manoli M, Barron ML, Werry EL, Kassiou M",,985432,DTCT0023207,12600216,DTCC00667938,1780916,55935
